,2. Datum nesreče,3. Ura nesreče,4. Nadzornik prisoten,5. Zdravnik prisoten,6. Reševalec prisoten,7. Udeleženec A – LETNICA ROJSTVA,8. Udeleženec A – država,9. Udeleženec A – zvrst smučanja,10. Udeleženec A – ravnanje pred nesrečo,11. Udeleženec B – LETO rojstva,12. Udeleženec B – država,13. Udeleženec B – zvrst smučanja,14. Skica nesreče,15. Fotografija kraja nesreče,16. Posnetek kraja nesreče,17. Vreme,18. Vidljivost,19. Temperatura,20. Vrsta snega,21. Veter,22. Telesna poškodba
0,18.3.2016,08:30,TRUE,,TRUE,1943,Slovenija,Alpsko,10,1955,Slovenija,Alpsko,TRUE,TRUE,,,2,37,3,1,Hujša
1,19.1.2016,15:00,TRUE,,TRUE,1974,Slovenija,Alpsko,1,,,,TRUE,TRUE,,4,2,-5,9,1,Hujša
2,12.3.2016,11:30,TRUE,,TRUE,1978,Slovenija,Alpsko,1,,,,TRUE,,,1,2,5,7,1,Hujša
3,15.3.2016,13:00,TRUE,,TRUE,1957,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,2,4,9,1,Lažja
4,3.4.2016,11:00,TRUE,,TRUE,2005,Slovenija,Alpsko,12,,,,,,,1,2,9,11,1,Lažja
5,3.4.2016,14:00,TRUE,,TRUE,1994,Španija,Alpsko,1,,,,TRUE,TRUE,,1,2,9,12,1,Lažja
6,13.4.2016,10:00,TRUE,,TRUE,1980,Slovenija,Alpsko,15,,,,TRUE,TRUE,,1,2,6,11,1,Lažja
7,29.4.2016,08:00,TRUE,,TRUE,2006,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,-1,9,1,Lažja
8,28.4.2016,10:30,TRUE,,TRUE,2009,Slovenija,Alpsko,1,,,,,,,5,2,-5,8,1,Lažja
9,15.3.2014,,TRUE,TRUE,TRUE,1992,Slovenija,Alpsko,4,,,,TRUE,TRUE,,2,2,6,7,2,Lažja
10,15.3.2014,10:30,TRUE,,TRUE,1975,Slovenija,Alpsko,1,,,,TRUE,,,1,1,6,11,1,Lažja
11,31.3.2014,20:00,TRUE,,TRUE,2000,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,3,3,7,2,Lažja
12,24.2.2016,15:00,TRUE,,TRUE,1979,Slovenija,Alpsko,1,,,,,,,1,2,2,7,1,Lažja
13,22.2.2016,11:30,TRUE,,TRUE,1997,Madžarska,,1,,,,,,,1,2,6,7,1,Lažja
14,2.12.2015,10:00,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,3,7,1,Lažja
15,18.3.2016,10:00,TRUE,,TRUE,1944,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,3,8,1,Hujša
16,10.3.2016,15:30,TRUE,,TRUE,2004,Slovenija,Alpsko,21,,,,TRUE,TRUE,,1,2,3,1,1,Hujša
17,27.3.2016,,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,TRUE,TRUE,,4,2,1,1,1,Lažja
18,6.2.2016,20:30,TRUE,,TRUE,2010,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,0,7,1,Hujša
19,17.2.2016,15:30,TRUE,,TRUE,2005,Slovenija,Alpsko,2,,,,TRUE,TRUE,,5,4,1,7,1,Hujša
20,28.1.2016,10:00,TRUE,,TRUE,1944,Slovenija,Alpsko,,,,,FALSE,,,1,1,1,7,1,Hujša
21,27.1.2016,12:30,TRUE,,TRUE,1971,Slovenija,Alpsko,15,,,,TRUE,TRUE,,1,2,,,1,Hujša
22,19.1.2016,12:00,TRUE,TRUE,TRUE,1975,Slovenija,Alpsko,1,,,,TRUE,TRUE,,3,1,-3,2,1,Hujša
23,22.1.2016,15:00,TRUE,,TRUE,2010,Bih,Alpsko,2,,,,,,,1,1,-5,7,1,Hujša
24,8.1.2016,09:30,TRUE,TRUE,TRUE,1942,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,8,2,1,Hujša
25,1.2.2016,16:00,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,,,,1,1,4,2,1,Hujša
26,23.1.2016,11:00,TRUE,TRUE,TRUE,1991,Slovenija,Alpsko,1,,,,TRUE,TRUE,,3,1,2,3,1,Hujša
27,19.3.2016,12:00,TRUE,TRUE,TRUE,2011,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,10,7,1,Hujša
28,6.3.2016,10:30,TRUE,,TRUE,2008,Slovenija,Alpsko,1,,,,TRUE,,,1,1,2,7,,Hujša
29,21.2.2016,12:00,TRUE,TRUE,TRUE,1976,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,5,7,1,Hujša
30,6.3.2016,11:30,TRUE,,TRUE,1955,Slovenija,Alpsko,1,,,,TRUE,TRUE,,3,3,3,12,1,Hujša
31,26.3.2016,12:00,TRUE,,TRUE,1983,Slovenija,Alpsko,1,,,,,TRUE,,5,2,2,11,1,Lažja
32,2.4.2016,09:00,TRUE,,TRUE,2002,Slovenija,Alpsko,1,,,,,,,5,1,5,12,1,Lažja
33,28.2.2016,15:00,TRUE,TRUE,TRUE,2006,Madžarska,,1,,,,TRUE,TRUE,,5,1,3,7,1,Lažja
34,28.2.2016,12:00,TRUE,TRUE,TRUE,1969,Madžarska,Alpsko,24,,,,,,,5,1,5,7,2,Lažja
35,26.2.2016,18:30,TRUE,,TRUE,1994,Slovenija,Alpsko,2,,,,TRUE,TRUE,,3,2,-5,7,1,Lažja
36,27.2.2016,13:00,TRUE,TRUE,TRUE,1989,Slovenija,Alpsko,2,,,,TRUE,,,5,1,-2,7,1,Lažja
37,27.2.2016,13:00,TRUE,TRUE,,1988,Slovenija,Deskanje,2,,,,TRUE,,,5,1,-2,7,1,Lažja
38,27.2.2016,12:30,TRUE,TRUE,TRUE,1974,Slovenija,Alpsko,2,,,,TRUE,,,5,2,-2,7,1,Lažja
39,27.2.2016,12:00,TRUE,TRUE,TRUE,2002,Slovenija,Alpsko,2,,,,TRUE,TRUE,,5,1,-3,7,1,Lažja
40,26.2.2016,12:30,TRUE,TRUE,TRUE,2003,Slovenija,Alpsko,2,,,,TRUE,,,5,3,-2,7,1,Lažja
41,26.2.2016,11:00,TRUE,TRUE,TRUE,1987,Madžarska,Alpsko,1,,,,TRUE,,,5,1,-2,7,1,Lažja
42,26.2.2016,11:00,TRUE,TRUE,TRUE,1978,Slovenija,Alpsko,1,,,,TRUE,,,5,1,-2,7,1,Lažja
43,25.2.2016,14:30,TRUE,TRUE,,2001,Slovenija,Deskanje,1,,,,TRUE,,,5,1,-3,7,1,Lažja
44,25.2.2016,14:30,TRUE,TRUE,,2003,Izrael,Deskanje,1,,,,TRUE,,,5,1,-4,7,1,Lažja
45,24.2.2016,15:00,TRUE,TRUE,TRUE,1961,Madžarska,Alpsko,22,,,,TRUE,TRUE,,1,1,-2,7,1,Lažja
46,24.2.2016,12:00,TRUE,TRUE,TRUE,1984,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,1,-2,7,1,Lažja
47,24.2.2016,11:00,TRUE,TRUE,TRUE,2003,Izrael,Deskanje,1,,,,,,,1,1,,7,1,Lažja
48,24.2.2016,10:00,TRUE,TRUE,TRUE,1948,Slovenija,Alpsko,10,,,,TRUE,,,1,1,0,7,1,Lažja
49,23.2.2016,10:30,TRUE,TRUE,TRUE,1980,Slovenija,Alpsko,2,,,,TRUE,TRUE,,4,1,3,7,1,Lažja
50,22.2.2016,14:00,TRUE,TRUE,TRUE,1972,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,2,9,7,1,Lažja
51,22.2.2016,13:00,TRUE,TRUE,,2002,Slovenija,Deskanje,1,,,,TRUE,TRUE,,2,2,9,7,1,Lažja
52,22.2.2016,12:00,TRUE,TRUE,TRUE,1999,Slovenija,Deskanje,,,,,TRUE,,,2,2,9,7,1,Lažja
53,22.2.2016,11:00,TRUE,TRUE,TRUE,1998,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,4,7,1,Lažja
54,21.2.2016,17:30,TRUE,,TRUE,2005,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,2,7,1,Lažja
55,21.2.2016,09:30,TRUE,TRUE,TRUE,1995,Slovenija,Alpsko,25,1995,Slovenija,Alpsko,TRUE,TRUE,,1,2,3,7,1,Lažja
56,20.2.2016,17:30,TRUE,,TRUE,1973,Slovenija,Alpsko,1,,,,TRUE,,,5,1,-3,7,1,Lažja
57,19.2.2016,12:00,TRUE,,TRUE,2000,Slovenija,Alpsko,,,,,TRUE,TRUE,,5,1,-25,7,1,Lažja
58,11.2.2016,19:30,TRUE,,TRUE,2000,Slovenija,Alpsko,25,1984,Slovenija,Alpsko,TRUE,,FALSE,1,2,-3,7,1,Lažja
59,17.2.2016,11:30,TRUE,TRUE,TRUE,2009,Slovenija,Alpsko,2,,,,TRUE,TRUE,,5,3,-1,7,1,Lažja
60,17.2.2016,11:30,TRUE,TRUE,TRUE,2001,Slovenija,Alpsko,2,,,,TRUE,TRUE,,5,3,1,7,1,Lažja
61,16.2.2016,11:30,TRUE,TRUE,,2009,Slovenija,Alpsko,1,,,,TRUE,,,5,1,-2,7,1,Lažja
62,16.2.2016,14:00,TRUE,TRUE,TRUE,2000,Združeno Kraljestvo,Alpsko,1,,,,TRUE,,,2,2,-2,7,1,Lažja
63,14.2.2016,09:30,TRUE,TRUE,,1975,Slovenija,Alpsko,,,,,TRUE,,,5,2,-1,7,2,Lažja
64,11.2.2016,12:00,TRUE,,TRUE,2004,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,-2,7,1,Lažja
65,10.2.2016,13:00,TRUE,,TRUE,1993,Slovenija,Deskanje,25,,,,TRUE,,,2,1,0,7,2,Lažja
66,9.2.2016,15:00,TRUE,FALSE,TRUE,2006,Slovenija,Alpsko,2,,,,TRUE,,,5,3,3,7,1,Lažja
67,9.2.2016,12:00,TRUE,,TRUE,2004,Slovenija,Alpsko,2,,,,TRUE,,,5,3,3,7,1,Lažja
68,7.2.2016,13:30,TRUE,TRUE,TRUE,2005,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,3,3,7,3,Lažja
69,6.1.2016,10:30,TRUE,,TRUE,1958,Slovenija,Alpsko,2,,,,TRUE,,,1,2,2,7,1,Lažja
70,6.2.2016,15:30,TRUE,TRUE,TRUE,1976,Slovenija,Alpsko,1,,,,TRUE,,,1,1,-2,7,1,Lažja
71,6.2.2016,14:00,TRUE,,TRUE,1999,Madžarska,,,,,,,,,,,,,,Lažja
72,6.2.2016,13:30,TRUE,TRUE,TRUE,1963,Hrvaška,Alpsko,11,,,,TRUE,TRUE,,1,2,25,7,,Lažja
73,6.2.2016,12:00,TRUE,TRUE,TRUE,1986,Slovenija,Deskanje,2,,,,TRUE,TRUE,,1,2,2,7,1,Lažja
74,5.1.2016,10:30,TRUE,,TRUE,1982,Slovenija,Alpsko,25,,,,TRUE,,,1,2,0,7,1,Lažja
75,4.2.2016,12:30,TRUE,,,1998,Slovenija,Alpsko,2,,,,TRUE,,,1,2,-4,7,1,Lažja
76,2.2.2016,00:00,TRUE,,TRUE,1985,Madžarska,Alpsko,2,,,,TRUE,TRUE,,5,1,6,7,1,Lažja
77,2.2.2016,11:30,TRUE,,TRUE,2003,Slovenija,Alpsko,2,,,,TRUE,,,5,1,6,7,1,Lažja
78,1.2.2016,12:00,TRUE,,TRUE,1959,Slovenija,Alpsko,7,,,,TRUE,,,1,1,5,7,1,Lažja
79,15.3.2016,11:00,TRUE,,TRUE,2005,Slovenija,Alpsko,1,,,,TRUE,TRUE,,4,2,4,9,1,Lažja
80,15.3.2016,13:30,TRUE,,TRUE,2005,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,2,4,9,1,Lažja
81,16.3.2016,10:00,TRUE,,TRUE,1962,Slovenija,Alpsko,1,,,,,,,5,1,-6,8,2,Lažja
82,16.3.2016,15:30,TRUE,,TRUE,1974,Slovenija,Alpsko,2,1970,Slovenija,Alpsko,TRUE,TRUE,,5,1,-1,11,1,Lažja
83,17.3.2016,10:00,TRUE,,TRUE,1949,Slovenija,Alpsko,,,,,TRUE,TRUE,,5,2,7,4,1,Lažja
84,18.3.2016,08:30,TRUE,FALSE,TRUE,1962,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,3,9,1,Lažja
85,18.3.2016,09:00,TRUE,,TRUE,1967,Slovenija,Alpsko,22,1983,Slovenija,Alpsko,TRUE,TRUE,,1,2,7,4,1,Lažja
86,18.3.2016,09:30,TRUE,,TRUE,1971,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,4,10,1,Lažja
87,18.3.2016,12:00,TRUE,,TRUE,1962,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,3,8,1,Lažja
88,18.3.2016,13:00,TRUE,,TRUE,1973,Slovenija,Alpsko,1,,,,,,,1,2,5,11,1,Lažja
89,20.3.2016,14:00,TRUE,FALSE,TRUE,1980,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,2,3,6,2,Lažja
90,21.3.2016,09:30,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,TRUE,,,2,2,5,4,1,Lažja
91,24.3.2016,09:30,TRUE,,TRUE,1986,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,2,-2,3,2,Lažja
92,25.3.2016,12:00,TRUE,,TRUE,1990,Slovenija,Deskanje,1,,,,,,,5,2,,2,1,Lažja
93,25.3.2016,12:30,TRUE,,TRUE,1983,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,5,-4,3,2,Lažja
94,27.3.2016,11:00,TRUE,,TRUE,1996,Slovenija,Alpsko,10,,,,,,,1,2,5,12,1,Lažja
95,27.3.2016,11:00,TRUE,,TRUE,2004,Slovenija,Deskanje,1,,,,,,,1,2,5,9,1,Lažja
96,27.3.2016,12:00,TRUE,,TRUE,1983,Slovenija,Alpsko,1,,,,TRUE,,,1,2,2,3,2,Lažja
97,27.3.2016,12:30,TRUE,TRUE,TRUE,2007,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,5,11,1,Lažja
98,27.3.2016,13:30,TRUE,,TRUE,1971,Hrvaška,Alpsko,1,,,,,,,3,2,3,3,2,Lažja
99,27.3.2016,16:00,TRUE,,TRUE,1975,Hrvaška,Alpsko,1,,,,,,,4,1,0,3,2,Lažja
100,2.4.2016,12:00,TRUE,,TRUE,2011,Slovenija,Alpsko,2,,,,TRUE,TRUE,,4,6,5,11,1,Lažja
101,3.4.2016,10:00,TRUE,,TRUE,1969,Slovenija,Alpsko,1,,,,TRUE,TRUE,FALSE,1,2,9,9,1,Lažja
102,27.3.2016,11:00,TRUE,TRUE,TRUE,1946,Slovenija,Alpsko,2,,,,TRUE,,,5,6,,3,1,Lažja
103,20.3.2016,10:30,TRUE,TRUE,TRUE,2009,Slovenija,Alpsko,,,,,TRUE,TRUE,,1,2,3,3,1,Lažja
104,20.3.2016,09:30,TRUE,TRUE,TRUE,1955,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,4,6,1,
105,20.3.2016,08:00,TRUE,,TRUE,2003,Slovenija,Alpsko,,,,,TRUE,TRUE,,1,2,2,3,1,Lažja
106,19.3.2016,11:30,TRUE,TRUE,TRUE,2002,Slovenija,Alpsko,1,,,,TRUE,,,1,1,5,6,,Lažja
107,19.3.2016,11:30,TRUE,TRUE,TRUE,2011,Slovenija,Alpsko,,,,,TRUE,TRUE,,,1,39,12,,Lažja
108,19.3.2016,11:00,TRUE,TRUE,TRUE,2007,Slovenija,Alpsko,1,,,,TRUE,,,1,1,38,12,0,Lažja
109,15.3.2016,12:30,TRUE,,TRUE,1988,Madžarska,Alpsko,,,,,TRUE,TRUE,,5,1,-2,7,1,Lažja
110,13.3.2016,11:30,TRUE,TRUE,TRUE,2006,Slovenija,Alpsko,,,,,TRUE,,,4,1,-2,9,0,Lažja
111,12.3.2016,12:00,FALSE,TRUE,TRUE,2005,Slovenija,Alpsko,8,2007,Slovenija,Alpsko,TRUE,,,2,1,1,7,0,Lažja
112,9.3.2016,10:00,TRUE,,TRUE,1954,Slovenija,Alpsko,1,,,,TRUE,TRUE,,3,1,-25,11,1,Lažja
113,8.3.2016,13:00,TRUE,,TRUE,2003,Slovenija,Alpsko,,,,,TRUE,TRUE,,,,28,7,,Lažja
114,8.3.2016,12:30,TRUE,,TRUE,2001,Slovenija,,1,,,,TRUE,,,4,1,28,8,0,Lažja
115,6.3.2016,10:00,TRUE,TRUE,TRUE,1961,Slovenija,Alpsko,2,,,,TRUE,TRUE,,5,1,0,8,,Lažja
116,5.3.2016,10:00,TRUE,TRUE,TRUE,2008,Slovenija,Alpsko,,,,,TRUE,,,,3,2,11,1,Lažja
117,5.3.2016,10:00,TRUE,,TRUE,2008,Slovenija,Alpsko,,,,,,,,5,3,-2,7,2,Lažja
118,3.3.2016,15:00,TRUE,,TRUE,2005,Slovenija,Alpsko,,,,,TRUE,,,5,1,-4,8,1,Lažja
119,27.3.2016,12:00,TRUE,,TRUE,1987,Slovenija,Alpsko,1,,,,,TRUE,,1,1,4,12,1,Lažja
120,25.4.2016,18:30,TRUE,,TRUE,1984,Slovenija,Alpsko,2,,,,,,,2,2,1,7,1,Lažja
121,18.3.2016,13:30,TRUE,,TRUE,2003,Slovenija,Alpsko,2,,,,,,,1,2,6,11,1,Lažja
122,17.3.2016,09:30,TRUE,,TRUE,2005,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,-1,7,1,Lažja
123,9.3.2016,15:30,TRUE,,TRUE,2005,Slovenija,Alpsko,8,2005,Slovenija,Alpsko,TRUE,,,3,3,0,7,1,Lažja
124,6.3.2016,14:00,TRUE,,TRUE,1982,Slovenija,Alpsko,22,,,,TRUE,TRUE,,3,1,22,7,2,Lažja
